Assay1 Amplitude,Assay2 Amplitude,Cluster
1265.23352,1351.28735,1
1265.41309,1449.24878,1
1265.11243,1320.59229,1
1265.48767,1385.16309,1
1265.97461,1510.69312,1
1265.234,1294.14282,1
1265.987,1524.5387,1
1265.183,1399.84351,1
1265.63684,1347.77881,1
1265.50793,1454.06555,1
1265.57617,1338.09668,1
1265.088,1305.27942,1
1265.78687,1480.318,1
1265.04883,1436.60193,1
1265.04956,1402.11621,1
1265.10339,1365.54089,1
1265.72131,1527.18726,1
1265.70581,1350.909,1
1266.35962,1453.12036,1
1266.60767,1457.05872,1
1266.38477,1414.49829,1
1266.77393,1437.87292,1
1266.863,1467.04285,1
1266.15466,1332.52112,1
1266.565,1366.8822,1
1266.8678,1347.935,1
1266.27637,1446.35864,1
1266.65393,1430.82629,1
1266.59106,1504.69165,1
1266.51624,1486.76416,1
1266.44824,1218.18,1
1266.32629,1521.24072,1
1266.54456,1409.06287,1
1266.791,1473.06909,1
1266.86108,1414.20178,1
1266.0675,1424.97729,1
1266.47083,1445.9812,1
1266.51685,1306.58838,1
1266.29407,1533.24622,1
1266.34216,1300.9314,1
1266.89563,1499.49268,1
1266.46838,1493.38574,1
1266.571,1434.52271,1
1266.19128,1323.913,1
1266.80786,1292.02112,1
1266.10156,1445.9408,1
1266.36609,1349.5531,1
1266.47388,1371.63989,1
1266.69348,1460.16748,1
1266.04089,1488.11951,1
1267.92969,1276.41638,1
1267.44373,1302.04553,1
1267.35791,1369.60962,1
1267.44861,1451.11389,1
1267.88208,1503.11548,1
1267.16211,1312.00659,1
1267.286,1354.48816,1
1267.76221,1424.20276,1
1267.41638,1418.124,1
1267.85388,1379.3302,1
1267.9707,1449.3988,1
1267.03979,1398.68738,1
1267.75964,1352.4967,1
1267.801,1419.65137,1
1267.66626,1492.31409,1
1267.76306,1467.503,1
1267.645,1445.47986,1
1267.94287,1410.48132,1
1267.54749,1470.3125,1
1267.72241,1491.41064,1
1267.36523,1468.65125,1
1267.26477,1389.18689,1
1267.59338,1366.243,1
1267.67639,1374.60413,1
1267.48877,1322.37573,1
1267.938,1296.22632,1
1267.841,1487.77026,1
1267.98828,1357.58447,1
1267.43066,1400.65393,1
1267.92273,1308.88367,1
1267.57007,1489.95679,1
1267.88,1455.27075,1
1267.02356,1363.8739,1
1267.50842,1391.81689,1
